Date,Country,PageViews,UniqueVisitors,AvgSessionDuration
2011-11-18,United Kingdom,2012,1468,1.92
2011-11-18,United Kingdom,2766,2190,3.25
2011-11-18,United Kingdom,1168,626,2.96
2011-11-18,United Kingdom,933,548,2.89
2011-11-18,EIRE,889,583,3.72
2011-11-18,United Kingdom,1956,1266,2.36
2011-11-18,United Kingdom,1814,1041,1.58
2011-11-18,United Kingdom,669,389,1.99
2011-11-18,EIRE,1407,844,1.74
2011-11-18,United Kingdom,1010,466,4.18
2011-11-18,United Kingdom,2447,1925,3.12
2011-11-18,United Kingdom,1682,902,2.9
2011-11-18,United Kingdom,1315,953,3.74
2011-11-18,United Kingdom,1507,1190,3.8
2011-11-18,United Kingdom,2318,1269,3.55
2011-11-18,Poland,1945,1343,2.03
2011-11-18,United Kingdom,1345,1026,2.21
2011-11-18,Germany,1467,910,3.35
2011-11-18,United Kingdom,1972,1329,4.12
2011-11-18,United Kingdom,1553,676,4.1
2011-11-18,United Kingdom,1344,780,1.24
2011-11-20,United Kingdom,3027,1716,4.19
2011-11-20,United Kingdom,602,370,2.83
2011-11-20,United Kingdom,1653,1067,4.18
2011-11-20,United Kingdom,1628,877,1.66
2011-11-20,Germany,1975,1180,2.19
2011-11-20,United Kingdom,788,491,4.13
2011-11-20,United Kingdom,2273,1085,4.48
2011-11-20,United Kingdom,997,610,2.69
2011-11-20,United Kingdom,2891,2124,2.01
2011-11-20,United Kingdom,1689,709,1.12
2011-11-20,United Kingdom,100,67,2.86
2011-11-20,United Kingdom,671,412,2.39
2011-11-20,United Kingdom,2073,1435,2.77
2011-11-20,United Kingdom,285,219,3.03
2011-11-20,United Kingdom,2470,1818,4.38
2011-11-20,United Kingdom,1091,650,1.34
2011-11-20,Netherlands,877,616,3.46
2011-11-20,United Kingdom,100,52,4.49
2011-11-20,Spain,2649,1953,3.03
2011-11-20,United Kingdom,1212,566,2.12
2011-11-20,United Kingdom,869,350,2.26
2011-11-20,EIRE,1356,865,2.21
2011-11-20,United Kingdom,946,381,1.54
2011-11-20,Netherlands,1201,941,2.39
2011-11-20,United Kingdom,2640,1171,4.04
2011-11-20,United Kingdom,1169,693,1.52
2011-11-20,United Kingdom,486,318,3.85
2011-11-20,United Kingdom,2230,1659,1.5
2011-11-20,United Kingdom,776,378,2.18
2011-11-20,United Kingdom,991,607,3.61
2011-11-20,United Kingdom,115,49,3.56
2011-11-20,United Kingdom,599,349,2.37
2011-11-20,United Kingdom,317,207,4.34
2011-11-20,United Kingdom,1342,804,2.84
2011-11-20,United Kingdom,3242,2081,1.37
2011-11-20,United Kingdom,2273,1426,2.62
2011-11-20,United Kingdom,851,623,3.71
2011-11-20,United Kingdom,1743,1263,3.54
2011-11-20,United Kingdom,2110,960,2.88
2011-11-20,United Kingdom,1867,1470,3.45
2011-11-20,France,793,488,1.92
2011-11-20,United Kingdom,1287,626,2.29
2011-11-20,United Kingdom,2394,1612,4.42
2011-11-20,United Kingdom,1741,1362,1.7
2011-11-20,United Kingdom,2834,1278,2.52
2011-11-20,United Kingdom,1114,741,2.52
2011-11-20,United Kingdom,1971,1292,1.69
2011-11-20,United Kingdom,3304,1622,3.53
2011-11-20,United Kingdom,2345,1267,4.19
2011-11-20,France,1653,844,2.08
2011-11-20,United Kingdom,2069,840,1.45
2011-11-20,United Kingdom,2966,1477,1.57
2011-11-20,United Kingdom,1727,1018,3.7
2011-11-20,United Kingdom,1878,1235,1.98
2011-11-20,United Kingdom,365,229,2.55
2011-11-20,United Kingdom,720,544,1.48
2011-11-20,United Kingdom,2506,1107,4.03
2011-11-20,United Kingdom,1769,1389,3.72
2011-11-20,Spain,3328,1362,4.15
2011-11-20,United Kingdom,1500,1118,3.58
2011-11-20,United Kingdom,2571,1733,1.8
2011-11-20,United Kingdom,1952,1483,1.57
2011-11-20,United Kingdom,3282,1639,1.05
2011-11-20,United Kingdom,988,529,1.38
2011-11-20,United Kingdom,2610,1896,1.23
2011-11-20,United Kingdom,2803,1931,4.31
2011-11-20,United Kingdom,2304,1038,2.64
2011-11-20,United Kingdom,2060,969,3.61
2011-11-20,United Kingdom,665,441,3.71
2011-11-20,United Kingdom,517,232,4.11
2011-11-20,United Kingdom,1255,626,1.75
2011-11-20,United Kingdom,2828,1332,3.8
2011-11-20,United Kingdom,2717,1234,3.62
2011-11-20,United Kingdom,1796,1049,1.28
2011-11-20,United Kingdom,1714,1033,1.38
2011-11-20,United Kingdom,1875,786,2.95
2011-11-20,United Kingdom,2375,1835,1.4
2011-11-20,United Kingdom,1518,691,2.65
2011-11-20,United Kingdom,211,162,2.17
2011-11-20,United Kingdom,545,225,2.6
2011-11-20,United Kingdom,2338,950,4.04
2011-11-20,United Kingdom,1526,1105,1.25
2011-11-20,United Kingdom,2223,923,1.12
2011-11-20,United Kingdom,1052,637,3.73
2011-11-20,United Kingdom,2845,1569,3.68
2011-11-20,Belgium,2603,1072,2.19
2011-11-20,United Kingdom,100,68,4.03
2011-11-20,United Kingdom,148,75,4.34
2011-11-20,United Kingdom,3670,1798,3.04
2011-11-20,United Kingdom,1980,1467,1.99
2011-11-20,United Kingdom,1230,577,3.8
2011-11-20,United Kingdom,558,279,3.03
2011-11-20,United Kingdom,2282,1388,1.12
2011-11-20,United Kingdom,513,393,4.21
2011-11-21,United Kingdom,1756,879,4.02
2011-11-21,United Kingdom,1652,1151,1.4
2011-11-21,United Kingdom,100,41,1.69
2011-11-21,United Kingdom,3062,2227,2.26
2011-11-21,United Kingdom,960,632,3.11
2011-11-21,United Kingdom,1284,656,2.73
2011-11-21,United Kingdom,1956,830,2.53
2011-11-21,United Kingdom,2077,1359,1.42
2011-11-21,United Kingdom,959,566,3.13
2011-11-21,Spain,1704,979,1.96
2011-11-21,EIRE,3080,1983,2.23
2011-11-21,United Kingdom,2046,947,2.18
2011-11-21,Italy,1405,1026,1.52
2011-11-21,United Kingdom,1036,479,3.3
2011-11-21,United Kingdom,1655,1173,3.85
2011-11-21,EIRE,2185,1211,1.37
2011-11-21,United Kingdom,2157,1681,2.32
2011-11-21,Germany,907,501,2.86
2011-11-21,United Kingdom,1948,1117,2.03
2011-11-21,United Kingdom,2183,1191,2.06
2011-11-21,Portugal,2128,994,1.6
2011-11-21,United Kingdom,765,508,4.01
2011-11-21,United Kingdom,2160,1206,3.97
2011-11-21,United Kingdom,2199,1695,3.89
2011-11-21,United Kingdom,2052,1569,2.81
2011-11-21,France,1003,640,2.78
2011-11-21,United Kingdom,1736,1059,3.26
2011-11-21,United Kingdom,1485,787,1.41
2011-11-21,United Kingdom,503,376,3.43
2011-11-21,Germany,1164,664,3.96
2011-11-21,United Kingdom,1938,1369,1.29
2011-11-21,United Kingdom,1626,998,1.11
2011-11-21,United Kingdom,1301,574,1.52
2011-11-21,United Kingdom,1550,1027,3.56
2011-11-21,United Kingdom,1554,1192,2.39
2011-11-21,United Kingdom,1146,510,2.24
2011-11-21,United Kingdom,688,404,1.95
2011-11-21,United Kingdom,887,684,4.24
2011-11-21,United Kingdom,2327,1272,2.7
2011-11-21,United Kingdom,1463,631,3.03
2011-11-21,United Kingdom,2853,2211,2.09
2011-11-21,United Kingdom,1873,1366,1.72
2011-11-21,United Kingdom,2879,1260,4.15
2011-11-21,United Kingdom,2715,1981,3.07
2011-11-21,United Kingdom,411,260,3.45
2011-11-21,United Kingdom,1387,1008,4.22
2011-11-21,United Kingdom,425,214,3.57
2011-11-21,United Kingdom,1124,501,1.58
2011-11-21,United Kingdom,1185,731,2.53
2011-11-21,United Kingdom,2439,1765,2.99
2011-11-21,United Kingdom,1690,1317,2.3
2011-11-21,United Kingdom,733,324,2.3
2011-11-21,United Kingdom,1370,724,1.82
2011-11-21,United Kingdom,613,289,2.79
2011-11-21,United Kingdom,2677,1532,3.87
2011-11-21,United Kingdom,605,319,3.09
2011-11-21,United Kingdom,2256,1519,4.46
2011-11-21,United Kingdom,1708,790,2.83
2011-11-21,United Kingdom,2533,1089,1.11
2011-11-21,United Kingdom,1005,778,2.92
2011-11-21,United Kingdom,1213,807,2.12
2011-11-21,United Kingdom,1705,1227,3.36
2011-11-21,United Kingdom,1403,1117,1.6
2011-11-21,United Kingdom,2243,1360,3.29
2011-11-21,United Kingdom,1735,914,3.1
2011-11-21,United Kingdom,447,271,2.13
2011-11-21,United Kingdom,1356,755,2.81
2011-11-21,United Kingdom,2578,1962,2.86
2011-11-21,United Kingdom,2975,1295,3.72
2011-11-21,United Kingdom,1030,676,2.35
2011-11-21,United Kingdom,1033,422,1.68
2011-11-21,United Kingdom,1960,1180,2.26
2011-11-21,United Kingdom,957,508,2.31
2011-11-21,United Kingdom,1320,810,3.37
2011-11-21,United Kingdom,2308,1382,3.94
2011-11-21,United Kingdom,1425,1075,1.93
2011-11-21,United Kingdom,328,253,3.84
2011-11-21,United Kingdom,712,341,4.37
2011-11-21,United Kingdom,2277,926,1.87
2011-11-21,United Kingdom,954,727,1.35
2011-11-21,United Kingdom,1713,964,2.52
2011-11-21,United Kingdom,100,43,3.51
2011-11-21,United Kingdom,1712,1024,1.06
2011-11-21,Germany,1292,700,3.72
2011-11-21,Germany,1367,626,1.31
2011-11-21,United Kingdom,943,424,2.54
2011-11-21,United Kingdom,2888,1214,3.85
2011-11-21,United Kingdom,801,355,2.5
2011-11-21,United Kingdom,849,361,2.18
2011-11-21,United Kingdom,100,55,3.18
2011-11-21,United Kingdom,1354,613,1.89
2011-11-21,United Kingdom,1268,718,1.06
2011-11-21,United Kingdom,781,424,4.43
2011-11-21,United Kingdom,1639,775,3.78
2011-11-21,United Kingdom,1139,707,4.15
2011-11-21,United Kingdom,1259,936,4.48
2011-11-21,United Kingdom,1481,993,3.92
2011-11-21,United Kingdom,1699,995,1.44
2011-11-21,United Kingdom,2469,1012,3.84
2011-11-21,United Kingdom,1696,891,4.44
2011-11-21,United Kingdom,100,64,1.54
2011-11-21,United Kingdom,673,493,2.51
2011-11-21,United Kingdom,1745,1062,2.87
2011-11-21,United Kingdom,2120,1410,1.76
2011-11-21,United Kingdom,2469,1903,1.37
2011-11-21,United Kingdom,3814,2785,2.83
2011-11-21,United Kingdom,598,293,2.6
2011-11-21,United Kingdom,1044,567,4.06
2011-11-22,United Kingdom,1547,1159,4.35
2011-11-22,United Kingdom,1375,625,4.22
2011-11-22,United Kingdom,2235,1155,1.19
2011-11-22,United Kingdom,1058,493,1.9
2011-11-22,Italy,740,324,3.0
2011-11-22,United Kingdom,2311,1725,2.24
2011-11-22,United Kingdom,1961,1312,2.06
2011-11-22,United Kingdom,1104,481,1.56
2011-11-22,United Kingdom,1386,953,2.86
2011-11-22,United Kingdom,1064,692,2.29
2011-11-22,United Kingdom,100,51,1.82
2011-11-22,United Kingdom,2348,1634,4.25
2011-11-22,United Kingdom,439,215,2.59
2011-11-22,United Kingdom,2139,1186,2.29
2011-11-22,United Kingdom,1570,1134,3.5
2011-11-22,United Kingdom,958,751,1.72
2011-11-22,United Kingdom,2503,1664,3.22
2011-11-22,United Kingdom,1066,813,3.4
2011-11-22,United Kingdom,2776,1597,4.16
2011-11-22,United Kingdom,782,555,3.47
2011-11-22,EIRE,1436,925,1.88
2011-11-22,United Kingdom,1122,737,1.75
2011-11-22,United Kingdom,956,659,2.08
2011-11-22,United Kingdom,100,71,1.97
2011-11-22,United Kingdom,2035,1426,3.91
2011-11-22,United Kingdom,1817,990,1.98
2011-11-22,United Kingdom,2223,1602,1.21
2011-11-22,United Kingdom,523,368,3.85
2011-11-22,United Kingdom,1838,1062,3.47
2011-11-22,United Kingdom,100,60,4.29
2011-11-22,United Kingdom,2724,1292,3.88
2011-11-22,United Kingdom,2239,1628,2.13
2011-11-22,United Kingdom,2548,1966,1.41
2011-11-22,United Kingdom,100,59,1.72
2011-11-22,United Kingdom,3050,1292,1.65
2011-11-22,United Kingdom,2462,1756,4.0
2011-11-22,United Kingdom,443,231,2.82
2011-11-22,United Kingdom,1253,560,4.01
2011-11-22,EIRE,2024,1218,4.42
2011-11-22,United Kingdom,1325,627,2.6
2011-11-22,United Kingdom,2149,1633,4.37
2011-11-22,United Kingdom,2110,1040,3.88
2011-11-22,United Kingdom,1308,1027,3.43
2011-11-22,United Kingdom,1783,858,3.47
2011-11-22,France,1827,1283,3.52
2011-11-22,United Kingdom,2739,1771,1.31
2011-11-22,United Kingdom,1615,968,2.88
2011-11-22,United Kingdom,2438,1086,2.49
2011-11-22,United Kingdom,1101,692,3.41
2011-11-22,United Kingdom,1773,1224,3.54
2011-11-22,United Kingdom,2300,1520,3.62
2011-11-22,United Kingdom,1140,774,2.92
2011-11-22,United Kingdom,1644,706,1.19
2011-11-22,United Kingdom,3189,2330,2.69
2011-11-22,United Kingdom,1346,891,1.8
2011-11-22,United Kingdom,148,115,1.82
2011-11-22,United Kingdom,1426,809,3.41
2011-11-22,United Kingdom,100,59,3.51
2011-11-22,United Kingdom,2159,939,3.1
2011-11-22,United Kingdom,1737,1274,2.87
2011-11-22,United Kingdom,1212,554,1.38
2011-11-22,United Kingdom,2377,1020,2.99
2011-11-22,United Kingdom,1776,918,3.72
2011-11-22,United Kingdom,2040,1327,1.46
2011-11-22,United Kingdom,100,52,2.07
2011-11-22,United Kingdom,2513,1744,4.23
2011-11-22,United Kingdom,2352,1336,3.43
2011-11-22,United Kingdom,1906,881,3.93
2011-11-22,United Kingdom,249,175,4.39
2011-11-22,United Kingdom,1284,907,1.77
2011-11-22,United Kingdom,1451,980,1.98
2011-11-22,United Kingdom,2606,1891,4.14
2011-11-22,United Kingdom,950,537,2.44
2011-11-22,United Kingdom,2236,1660,2.64
2011-11-22,United Kingdom,1352,694,2.37
2011-11-22,United Kingdom,940,734,4.35
2011-11-22,United Kingdom,2078,1402,3.38
2011-11-22,United Kingdom,1406,594,2.83
2011-11-22,United Kingdom,1443,637,1.62
2011-11-22,United Kingdom,1708,1097,3.93
2011-11-22,United Kingdom,509,256,3.15
2011-11-22,United Kingdom,2972,1725,3.06
2011-11-22,United Kingdom,2011,1060,1.03
2011-11-22,United Kingdom,2880,2196,4.11
2011-11-22,United Kingdom,1724,1131,2.12
2011-11-22,Germany,1758,919,2.57
2011-11-22,United Kingdom,100,53,2.04
2011-11-22,United Kingdom,238,190,3.42
2011-11-22,United Kingdom,2392,1909,2.11
2011-11-22,United Kingdom,1359,1044,1.42
2011-11-22,United Kingdom,1940,843,1.86
2011-11-22,United Kingdom,1297,961,3.6
2011-11-22,France,2695,1611,1.56
2011-11-22,Netherlands,2253,1309,2.79
2011-11-22,United Kingdom,959,539,4.24
2011-11-22,United Kingdom,1564,757,2.7
2011-11-22,United Kingdom,294,231,2.82
2011-11-22,United Kingdom,3065,1901,1.79
2011-11-22,United Kingdom,598,456,1.76
2011-11-22,United Kingdom,1375,873,1.05
2011-11-22,United Kingdom,1490,998,2.04
2011-11-22,Germany,896,640,3.09
2011-11-22,United Kingdom,2559,1267,2.34
2011-11-22,United Kingdom,685,388,3.37
2011-11-22,United Kingdom,1955,1201,1.49
2011-11-22,EIRE,1573,645,1.9
2011-11-22,United Kingdom,1794,853,2.76
2011-11-22,United Kingdom,1652,1229,3.03
2011-11-22,United Kingdom,271,199,4.38
2011-11-22,United Kingdom,1899,983,3.31
2011-11-22,United Kingdom,1196,888,2.43
2011-11-22,United Kingdom,605,448,3.52
2011-11-22,United Kingdom,1452,1011,2.89
2011-11-22,Germany,1467,670,3.68
2011-11-22,United Kingdom,2125,1585,1.47
2011-11-22,United Kingdom,1959,1524,2.1
2011-11-22,United Kingdom,2020,1320,1.47
2011-11-22,United Kingdom,1522,841,2.86
2011-11-22,United Kingdom,1053,815,1.11
2011-11-22,United Kingdom,2343,1416,2.08
2011-11-22,United Kingdom,721,391,1.59
2011-11-22,United Kingdom,813,584,2.71
2011-11-22,United Kingdom,2090,1079,1.21
2011-11-22,United Kingdom,2263,1632,4.36
2011-11-22,United Kingdom,1260,661,2.2
2011-11-22,United Kingdom,1754,1275,2.46
2011-11-22,Italy,1707,800,1.54
2011-11-22,United Kingdom,1252,981,3.55
2011-11-22,United Kingdom,2105,1147,1.27
2011-11-22,United Kingdom,504,370,1.57
2011-11-22,Netherlands,839,459,1.37
2011-11-22,Belgium,1935,1155,2.53
2011-11-22,United Kingdom,1632,656,2.05
2011-11-22,United Kingdom,3088,2395,2.03
2011-11-22,United Kingdom,2239,1788,4.17
2011-11-22,United Kingdom,346,192,3.41
2011-11-22,Sweden,2233,1206,2.36
2011-11-22,Sweden,1799,1353,4.03
2011-11-22,United Kingdom,2600,1817,1.99
2011-11-22,United Kingdom,231,127,3.31
2011-11-22,EIRE,2973,1265,1.08
2011-11-22,United Kingdom,3147,2108,3.52
2011-11-22,United Kingdom,109,44,2.16
2011-11-22,United Kingdom,1519,1008,1.86
2011-11-22,United Kingdom,2930,2222,3.7
2011-11-22,United Kingdom,1717,770,4.29
2011-11-23,Switzerland,1590,1185,4.15
2011-11-23,United Kingdom,2264,1031,1.66
2011-11-23,United Kingdom,100,43,4.06
2011-11-23,United Kingdom,1053,618,3.93
2011-11-23,United Kingdom,1370,635,3.22
2011-11-23,EIRE,2395,1460,1.65
2011-11-23,United Kingdom,2057,1233,1.32
2011-11-23,United Kingdom,100,57,2.41
2011-11-23,Italy,2026,1083,3.22
2011-11-23,United Kingdom,1612,1026,4.49
2011-11-23,United Kingdom,2690,1448,3.21
2011-11-23,United Kingdom,2115,1003,3.69
2011-11-23,United Kingdom,100,42,2.63
2011-11-23,United Kingdom,674,392,3.22
2011-11-23,United Kingdom,1114,722,3.61
2011-11-23,United Kingdom,1321,870,3.24
2011-11-23,United Kingdom,2049,1527,2.53
2011-11-23,United Kingdom,1454,1159,3.44
2011-11-23,United Kingdom,2434,1434,3.27
2011-11-23,United Kingdom,1857,1120,1.42
2011-11-23,United Kingdom,1429,1124,3.01
2011-11-23,United Kingdom,971,588,2.13
2011-11-23,Switzerland,1191,807,1.2
2011-11-23,Switzerland,2772,1257,2.3
2011-11-23,United Kingdom,1081,848,1.97
2011-11-23,United Kingdom,2308,969,3.07
2011-11-23,United Kingdom,2748,1692,1.1
2011-11-23,United Kingdom,1861,1254,2.33
2011-11-23,United Kingdom,918,551,1.93
2011-11-23,United Kingdom,1242,596,2.41
2011-11-23,United Kingdom,741,520,3.98
2011-11-23,United Kingdom,1847,1107,1.86
2011-11-23,United Kingdom,377,231,4.17
2011-11-23,United Kingdom,1006,601,2.61
2011-11-23,EIRE,2319,970,3.63
2011-11-23,Netherlands,1611,1078,1.9
2011-11-23,Netherlands,100,50,1.92
2011-11-23,United Kingdom,1396,870,1.11
2011-11-23,Netherlands,1490,746,3.38
2011-11-23,United Kingdom,1068,759,3.81
2011-11-23,United Kingdom,2814,2057,2.83
2011-11-23,United Kingdom,1812,1285,3.56
2011-11-23,United Kingdom,1814,792,2.31
2011-11-23,United Kingdom,1158,863,3.34
2011-11-23,United Kingdom,100,77,1.1
2011-11-23,United Kingdom,2177,888,3.41
2011-11-23,United Kingdom,1408,910,1.53
2011-11-23,United Kingdom,1342,689,1.63
2011-11-23,United Kingdom,932,573,3.86
2011-11-23,United Kingdom,3143,1959,1.35
2011-11-23,United Kingdom,722,456,2.21
2011-11-23,United Kingdom,2161,927,4.09
2011-11-23,United Kingdom,158,68,1.45
2011-11-23,United Kingdom,2950,1676,3.03
2011-11-23,United Kingdom,1096,541,1.9
2011-11-23,United Kingdom,929,726,1.03
2011-11-23,United Kingdom,1712,1030,4.11
2011-11-23,United Kingdom,163,115,3.86
2011-11-23,United Kingdom,1494,934,3.57
2011-11-23,United Kingdom,1515,851,1.36
2011-11-23,United Kingdom,1749,1380,2.99
2011-11-23,United Kingdom,1701,1331,1.12
2011-11-23,United Kingdom,1984,1464,3.51
2011-11-23,Italy,1535,813,4.13
2011-11-23,United Kingdom,484,271,1.01
2011-11-23,United Kingdom,1215,518,2.12
2011-11-23,United Kingdom,2451,1644,4.25
2011-11-23,United Kingdom,930,684,2.27
2011-11-23,United Kingdom,2190,1096,2.79
2011-11-23,United Kingdom,1825,778,2.27
2011-11-23,United Kingdom,1134,784,4.01
2011-11-23,United Kingdom,148,67,3.69
2011-11-23,United Kingdom,2203,1562,2.47
2011-11-23,United Kingdom,2279,1039,2.81
2011-11-23,United Kingdom,1871,1147,2.55
2011-11-23,United Kingdom,737,585,1.97
2011-11-23,United Kingdom,100,62,2.33
2011-11-23,United Kingdom,735,468,1.7
2011-11-23,United Kingdom,1776,726,1.44
2011-11-23,United Kingdom,1658,989,1.08
2011-11-23,United Kingdom,1307,596,1.91
2011-11-23,United Kingdom,647,450,4.03
2011-11-23,United Kingdom,2094,1091,3.08
2011-11-23,United Kingdom,1818,1385,1.76
2011-11-23,United Kingdom,1119,639,3.48
2011-11-23,United Kingdom,2304,930,2.18
2011-11-23,United Kingdom,764,547,4.14
2011-11-23,United Kingdom,736,330,2.88
2011-11-23,United Kingdom,1995,1151,2.0
2011-11-23,Germany,3478,1596,2.67
2011-11-23,Malta,1197,554,3.93
2011-11-23,United Kingdom,1504,1089,3.0
2011-11-23,United Kingdom,3167,1973,2.63
2011-11-23,France,1472,760,1.26
2011-11-23,United Kingdom,3619,1673,3.76
2011-11-23,United Kingdom,1671,1173,3.93
2011-11-23,United Kingdom,1789,1305,1.26
2011-11-23,United Kingdom,1406,647,1.26
2011-11-23,United Kingdom,435,234,1.9
2011-11-23,France,1333,922,3.09
2011-11-23,United Kingdom,2055,1615,1.9
2011-11-23,United Kingdom,100,59,3.74
2011-11-23,United Kingdom,1633,1147,3.42
2011-11-23,United Kingdom,1065,660,1.05
2011-11-23,United Kingdom,100,58,1.63
2011-11-23,United Kingdom,1064,650,2.39
2011-11-23,Germany,2253,1422,1.23
2011-11-23,United Kingdom,100,62,2.18
2011-11-23,Germany,991,674,3.05
2011-11-23,United Kingdom,374,268,2.32
2011-11-23,Finland,1589,1152,3.71
2011-11-23,United Kingdom,1720,742,2.68
2011-11-23,United Kingdom,100,49,1.96
2011-11-23,United Kingdom,1767,1283,1.09
2011-11-23,United Kingdom,1387,731,1.66
2011-11-23,United Kingdom,2133,1557,1.84
2011-11-23,United Kingdom,2206,1286,3.31
2011-11-23,United Kingdom,2592,1526,2.3
2011-11-23,United Kingdom,100,51,1.26
2011-11-23,United Kingdom,2797,1878,2.96
2011-11-23,United Kingdom,3036,1289,1.01
2011-11-23,United Kingdom,1951,857,2.8
2011-11-23,United Kingdom,2580,1707,3.51
2011-11-23,United Kingdom,2515,1443,4.16
2011-11-23,United Kingdom,1057,710,1.99
2011-11-23,United Kingdom,407,197,2.97
2011-11-23,United Kingdom,1655,930,2.76
2011-11-23,Spain,439,274,4.28
2011-11-23,United Kingdom,1098,859,1.44
2011-11-23,United Kingdom,2162,1536,2.75
2011-11-23,United Kingdom,771,398,2.79
2011-11-23,United Kingdom,2564,1914,1.64
2011-11-23,United Kingdom,1320,585,1.29
2011-11-23,United Kingdom,100,75,1.45
2011-11-23,United Kingdom,2124,1359,2.52
2011-11-24,United Kingdom,2726,1619,1.81
2011-11-24,EIRE,1217,529,1.36
2011-11-24,United Kingdom,1754,723,4.03
2011-11-24,Germany,1209,569,3.16
2011-11-24,United Kingdom,1188,628,3.97
2011-11-24,United Kingdom,1507,1204,4.16
2011-11-24,United Kingdom,1162,651,1.2
2011-11-24,Spain,163,96,2.31
2011-11-24,United Kingdom,498,269,1.31
2011-11-24,United Kingdom,1315,905,1.17
2011-11-24,United Kingdom,1371,577,2.86
2011-11-24,United Kingdom,1269,883,3.39
2011-11-24,United Kingdom,2416,1647,3.58
2011-11-24,United Kingdom,1377,888,1.53
2011-11-24,France,833,506,4.33
2011-11-24,United Kingdom,667,379,1.76
2011-11-24,United Kingdom,308,221,4.24
2011-11-24,United Kingdom,664,512,2.75
2011-11-24,United Kingdom,716,541,3.16
2011-11-24,United Kingdom,998,525,3.89
2011-11-24,United Kingdom,841,404,2.84
2011-11-24,United Kingdom,1152,908,3.27
2011-11-24,United Kingdom,2262,1533,3.27
2011-11-24,United Kingdom,1647,794,3.84
2011-11-24,United Kingdom,2130,1609,1.17
2011-11-24,United Kingdom,1190,823,3.69
2011-11-24,United Kingdom,845,477,1.84
2011-11-24,United Kingdom,2766,1436,3.54
2011-11-24,United Kingdom,2360,1254,2.53
2011-11-24,United Kingdom,2046,1368,3.46
2011-11-24,United Kingdom,1609,1107,1.62
2011-11-24,United Kingdom,1437,1106,1.74
2011-11-24,United Kingdom,100,52,1.83
2011-11-24,United Kingdom,1288,712,1.51
2011-11-24,United Kingdom,1977,1452,3.45
2011-11-24,United Kingdom,1488,1181,2.04
2011-11-24,United Kingdom,1491,655,4.03
2011-11-24,United Kingdom,861,564,2.17
2011-11-24,United Kingdom,2089,980,2.79
2011-11-24,United Kingdom,983,632,1.55
2011-11-24,United Kingdom,1642,1234,1.98
2011-11-24,France,1548,777,2.38
2011-11-24,United Kingdom,1801,766,2.53
2011-11-24,United Kingdom,2424,1228,1.39
2011-11-24,United Kingdom,1484,867,2.84
2011-11-24,Germany,1922,866,3.99
2011-11-24,United Kingdom,1553,875,3.43
2011-11-24,United Kingdom,1459,803,3.65
2011-11-24,United Kingdom,2044,1444,4.25
2011-11-24,United Kingdom,734,308,1.97
2011-11-24,Belgium,1934,1076,2.84
2011-11-24,United Kingdom,1942,1383,2.09
2011-11-24,United Kingdom,634,336,2.79
2011-11-24,United Kingdom,3687,1692,2.8
2011-11-24,United Kingdom,2809,1443,4.47
2011-11-24,United Kingdom,2453,1088,1.72
2011-11-24,Australia,1906,787,2.02
2011-11-24,United Kingdom,2563,1776,2.2
2011-11-24,Portugal,1707,969,2.78
2011-11-24,United Kingdom,3256,2119,4.25
2011-11-24,Germany,464,336,3.09
2011-11-24,United Kingdom,2006,1315,3.25
2011-11-24,Germany,707,450,1.18
2011-11-24,United Kingdom,2450,1571,2.42
2011-11-24,United Kingdom,2089,1645,3.4
2011-11-24,United Kingdom,2005,1476,2.74
2011-11-24,United Kingdom,1587,1040,2.36
2011-11-24,United Kingdom,2914,2117,2.68
2011-11-24,Portugal,1278,890,3.37
2011-11-24,United Kingdom,1896,1210,4.06
2011-11-24,United Kingdom,1066,839,3.08
2011-11-24,Germany,2667,2083,4.02
2011-11-24,United Kingdom,1643,786,3.48
2011-11-24,United Kingdom,1280,916,2.79
2011-11-24,United Kingdom,1161,896,3.51
2011-11-24,United Kingdom,1552,726,3.25
2011-11-24,United Kingdom,182,77,1.82
2011-11-24,United Kingdom,2558,1730,1.01
2011-11-24,United Kingdom,2058,1261,2.53
2011-11-24,United Kingdom,470,230,3.09
2011-11-24,United Kingdom,100,46,1.85
2011-11-24,United Kingdom,1819,1171,1.19
2011-11-24,United Kingdom,2353,1852,3.29
2011-11-24,United Kingdom,1650,879,1.88
2011-11-24,United Kingdom,1865,788,2.96
2011-11-24,United Kingdom,785,367,4.42
2011-11-24,United Kingdom,1865,1151,3.55
2011-11-24,United Kingdom,1498,999,1.03
2011-11-24,United Kingdom,1171,680,4.5
2011-11-24,United Kingdom,100,53,4.17
2011-11-24,United Kingdom,1132,697,2.04
2011-11-24,United Kingdom,100,56,3.47
2011-11-24,United Kingdom,886,589,2.48
2011-11-24,United Kingdom,1982,1332,3.47
2011-11-24,Unspecified,2174,1373,3.79
2011-11-24,France,2202,1183,1.03
2011-11-24,United Kingdom,2445,1500,1.02
2011-11-24,Germany,1550,772,2.09
2011-11-24,United Kingdom,2857,1887,2.41
2011-11-24,United Kingdom,1260,981,3.48
2011-11-24,Germany,1918,857,1.1
2011-11-24,United Kingdom,626,435,3.7
2011-11-24,United Kingdom,1495,1164,2.57
2011-11-24,United Kingdom,2244,1485,2.04
2011-11-24,United Kingdom,2095,1482,3.56
2011-11-24,United Kingdom,1960,988,1.61
2011-11-24,Germany,2077,1299,1.1
