InvoiceNo,ShipmentDate,DeliveryDate,Courier,ShippingCost,Status
C543634,2011-02-12,2011-02-13,FedEx,1.9,Delivered
C543635,2011-02-10,2011-02-16,FedEx,5.46,Delivered
C543636,2011-02-10,2011-02-16,FedEx,0.61,Delivered
C543637,2011-02-12,2011-02-13,Hermes,2.94,Delivered
C543638,2011-02-11,2011-02-15,DHL,6.39,Delivered
543639,2011-02-11,2011-02-14,Hermes,4.88,Delivered
C543640,2011-02-12,2011-02-18,FedEx,3.74,Delivered
543641,2011-02-12,2011-02-16,DHL,7.27,Delivered
543642,2011-02-12,2011-02-18,Hermes,4.91,Delivered
C543643,2011-02-12,2011-02-13,FedEx,5.21,Delivered
C543644,2011-02-12,2011-02-13,Royal Mail,3.15,Delivered
543645,2011-02-12,2011-02-14,DHL,3.39,Delivered
543646,2011-02-10,2011-02-15,DHL,5.25,Delivered
543647,2011-02-11,2011-02-17,Royal Mail,4.58,Delivered
543648,2011-02-12,2011-02-13,Royal Mail,7.46,Delivered
543649,2011-02-13,2011-02-17,UPS,4.13,Delivered
543650,2011-02-12,2011-02-18,UPS,6.18,Delivered
543651,2011-02-11,2011-02-14,FedEx,6.4,Delivered
543652,2011-02-11,2011-02-17,UPS,6.71,Delivered
543653,2011-02-11,2011-02-14,UPS,3.38,Delivered
543654,2011-02-11,2011-02-13,FedEx,7.82,Delivered
543655,2011-02-12,2011-02-16,Royal Mail,4.74,Delivered
543656,2011-02-13,2011-02-16,Royal Mail,5.51,Delivered
543657,2011-02-13,2011-02-14,FedEx,4.51,Delivered
543658,2011-02-11,2011-02-13,Royal Mail,7.39,Delivered
543660,2011-02-11,2011-02-14,UPS,4.44,Delivered
C543659,2011-02-12,2011-02-13,Hermes,1.35,Delivered
C543661,2011-02-11,2011-02-13,Hermes,3.46,Delivered
C543662,2011-02-12,2011-02-14,Hermes,5.36,Delivered
C543663,2011-02-13,2011-02-15,Hermes,6.8,Delivered
543664,2011-02-12,2011-02-17,DHL,7.43,Delivered
543668,2011-02-11,2011-02-16,DHL,3.03,Delivered
543669,2011-02-12,2011-02-13,Hermes,7.41,Delivered
543670,2011-02-11,2011-02-18,FedEx,5.6,Delivered
C543671,2011-02-12,2011-02-13,FedEx,3.91,Delivered
543672,2011-02-11,2011-02-12,UPS,2.56,Delivered
543673,2011-02-11,2011-02-16,DHL,9.49,Delivered
543674,2011-02-12,2011-02-18,Hermes,4.92,Delivered
543675,2011-02-12,2011-02-19,UPS,7.79,Delivered
543688,2011-02-11,2011-02-14,DHL,3.98,Delivered
543691,2011-02-12,2011-02-14,DHL,7.25,Delivered
543693,2011-02-12,2011-02-13,FedEx,4.43,Delivered
C543706,2011-02-11,2011-02-15,Hermes,6.97,Delivered
543713,2011-02-13,2011-02-19,FedEx,6.41,Delivered
C543729,2011-02-13,2011-02-18,Hermes,4.28,Delivered
543730,2011-02-13,2011-02-19,DHL,2.68,Delivered
543731,2011-02-12,2011-02-15,DHL,3.74,Delivered
543732,2011-02-13,2011-02-17,UPS,5.43,Delivered
543733,2011-02-12,2011-02-16,Royal Mail,2.68,Delivered
543734,2011-02-12,2011-02-17,UPS,5.14,Delivered
543735,2011-02-13,2011-02-17,FedEx,1.49,Delivered
543736,2011-02-12,2011-02-19,Royal Mail,5.05,Delivered
543737,2011-02-13,2011-02-20,Royal Mail,5.33,Delivered
543738,2011-02-13,2011-02-19,Hermes,5.8,Delivered
543739,2011-02-13,2011-02-15,FedEx,4.83,Delivered
543740,2011-02-11,2011-02-14,UPS,2.53,Delivered
C543741,2011-02-11,2011-02-14,Hermes,8.54,Delivered
C543742,2011-02-12,2011-02-18,Hermes,6.21,Delivered
C543743,2011-02-13,2011-02-20,DHL,1.98,Delivered
C543744,2011-02-11,2011-02-13,Royal Mail,4.83,Delivered
C543745,2011-02-12,2011-02-14,DHL,4.82,Delivered
543746,2011-02-11,2011-02-15,DHL,4.24,Delivered
543747,2011-02-13,2011-02-19,Hermes,9.5,Delivered
543748,2011-02-11,2011-02-17,Royal Mail,5.44,Delivered
C543749,2011-02-12,2011-02-13,DHL,2.61,Delivered
C543750,2011-02-12,2011-02-14,UPS,1.25,Delivered
543751,2011-02-11,2011-02-14,UPS,6.06,Delivered
C543752,2011-02-11,2011-02-16,FedEx,5.31,Delivered
543753,2011-02-12,2011-02-18,Hermes,3.93,Delivered
543754,2011-02-12,2011-02-14,FedEx,0.82,Delivered
C543755,2011-02-12,2011-02-18,Royal Mail,3.22,Delivered
C543756,2011-02-12,2011-02-19,DHL,6.04,Delivered
C543757,2011-02-12,2011-02-15,Hermes,8.07,Delivered
C543758,2011-02-11,2011-02-17,UPS,5.2,Delivered
543759,2011-02-11,2011-02-17,DHL,5.89,Delivered
C543760,2011-02-11,2011-02-18,UPS,5.42,Delivered
C543761,2011-02-11,2011-02-13,Hermes,2.76,Delivered
543762,2011-02-12,2011-02-18,UPS,9.24,Delivered
C543763,2011-02-12,2011-02-17,FedEx,4.44,Delivered
C543764,2011-02-11,2011-02-18,Royal Mail,7.54,Delivered
C543765,2011-02-12,2011-02-19,DHL,7.42,Delivered
C543766,2011-02-12,2011-02-14,DHL,4.22,Delivered
C543767,2011-02-13,2011-02-14,UPS,4.04,Delivered
C543768,2011-02-11,2011-02-18,UPS,5.13,Delivered
C543769,2011-02-11,2011-02-12,Royal Mail,5.14,Delivered
543770,2011-02-12,2011-02-18,DHL,7.76,Delivered
C543771,2011-02-12,2011-02-17,Royal Mail,3.77,Delivered
C543772,2011-02-11,2011-02-18,DHL,2.98,Delivered
C543773,2011-02-13,2011-02-16,Royal Mail,0.58,Delivered
543774,2011-02-12,2011-02-19,FedEx,2.96,Delivered
C543775,2011-02-11,2011-02-14,UPS,5.88,Delivered
C543776,2011-02-12,2011-02-16,DHL,7.74,Delivered
543777,2011-02-12,2011-02-17,Royal Mail,5.44,Delivered
543777,2011-02-12,2011-02-18,UPS,7.78,Delivered
C543778,2011-02-11,2011-02-18,UPS,6.36,Delivered
C543779,2011-02-13,2011-02-16,Hermes,5.63,Delivered
C543780,2011-02-11,2011-02-13,Hermes,5.67,Delivered
543781,2011-02-13,2011-02-14,UPS,4.85,Delivered
543782,2011-02-13,2011-02-18,Royal Mail,4.1,Delivered
543783,2011-02-12,2011-02-15,Royal Mail,4.17,Delivered
C543784,2011-02-11,2011-02-12,DHL,5.17,Delivered
C543785,2011-02-11,2011-02-18,UPS,5.01,Delivered
C543786,2011-02-13,2011-02-14,DHL,5.04,Delivered
C543787,2011-02-13,2011-02-14,Royal Mail,4.47,Delivered
543788,2011-02-13,2011-02-20,UPS,7.66,Delivered
C543789,2011-02-12,2011-02-18,Hermes,3.89,Delivered
C543790,2011-02-12,2011-02-16,DHL,3.87,Delivered
C543791,2011-02-12,2011-02-18,UPS,2.49,Delivered
C543792,2011-02-12,2011-02-14,UPS,3.16,Delivered
543796,2011-02-11,2011-02-14,DHL,4.57,Delivered
543797,2011-02-14,2011-02-17,DHL,4.72,Delivered
543798,2011-02-14,2011-02-16,Royal Mail,5.3,Delivered
543799,2011-02-14,2011-02-18,Hermes,8.53,Delivered
543800,2011-02-13,2011-02-20,FedEx,0.25,Delivered
543801,2011-02-13,2011-02-17,UPS,6.65,Delivered
543802,2011-02-14,2011-02-18,UPS,3.52,Delivered
543803,2011-02-14,2011-02-17,FedEx,4.07,Delivered
543804,2011-02-15,2011-02-20,DHL,6.79,Delivered
543805,2011-02-13,2011-02-15,DHL,0.58,Delivered
543806,2011-02-15,2011-02-21,Hermes,2.97,Delivered
543807,2011-02-14,2011-02-18,Hermes,7.3,Delivered
543808,2011-02-14,2011-02-20,FedEx,2.3,Delivered
543809,2011-02-13,2011-02-17,DHL,2.54,Delivered
543810,2011-02-14,2011-02-17,Hermes,5.47,Delivered
C543811,2011-02-14,2011-02-15,DHL,5.52,Delivered
543812,2011-02-13,2011-02-19,UPS,7.48,Delivered
543813,2011-02-15,2011-02-19,DHL,5.41,Delivered
543814,2011-02-13,2011-02-17,Hermes,4.85,Delivered
543815,2011-02-15,2011-02-17,FedEx,8.01,Delivered
543816,2011-02-13,2011-02-19,UPS,4.69,Delivered
C543817,2011-02-15,2011-02-22,DHL,6.02,Delivered
C543818,2011-02-13,2011-02-20,DHL,6.42,Delivered
C543819,2011-02-14,2011-02-17,Hermes,7.51,Delivered
543820,2011-02-15,2011-02-21,Royal Mail,3.88,Delivered
543821,2011-02-16,2011-02-17,Royal Mail,5.23,Delivered
543822,2011-02-14,2011-02-17,Royal Mail,5.14,Delivered
543823,2011-02-15,2011-02-18,DHL,4.8,Delivered
543824,2011-02-15,2011-02-22,Royal Mail,0.0,Delivered
543825,2011-02-15,2011-02-20,FedEx,1.75,Delivered
543826,2011-02-15,2011-02-18,DHL,3.12,Delivered
543827,2011-02-15,2011-02-18,Royal Mail,5.38,Delivered
543828,2011-02-14,2011-02-16,UPS,3.88,Delivered
543829,2011-02-14,2011-02-19,Hermes,2.83,Delivered
C543830,2011-02-16,2011-02-20,FedEx,6.38,Delivered
543831,2011-02-16,2011-02-23,DHL,7.92,Delivered
543832,2011-02-14,2011-02-18,Royal Mail,4.56,Delivered
543833,2011-02-14,2011-02-16,UPS,2.76,Delivered
C543834,2011-02-14,2011-02-19,FedEx,5.39,Delivered
C543835,2011-02-15,2011-02-20,Hermes,6.76,Delivered
543836,2011-02-15,2011-02-21,Hermes,8.85,Delivered
C543837,2011-02-15,2011-02-18,Royal Mail,5.57,Delivered
C543838,2011-02-14,2011-02-19,FedEx,4.51,Delivered
543839,2011-02-16,2011-02-20,DHL,8.59,Delivered
C543840,2011-02-16,2011-02-18,FedEx,8.0,Delivered
C543841,2011-02-15,2011-02-21,Royal Mail,1.49,Delivered
543842,2011-02-15,2011-02-16,Hermes,9.54,Delivered
543852,2011-02-16,2011-02-20,DHL,3.99,Delivered
543899,2011-02-16,2011-02-19,Hermes,6.14,Delivered
543900,2011-02-14,2011-02-18,FedEx,5.54,Delivered
543901,2011-02-14,2011-02-20,FedEx,4.64,Delivered
543907,2011-02-15,2011-02-19,UPS,4.17,Delivered
543908,2011-02-16,2011-02-20,Royal Mail,6.36,Delivered
543909,2011-02-15,2011-02-20,Royal Mail,8.77,Delivered
543910,2011-02-16,2011-02-17,Hermes,9.05,Delivered
543911,2011-02-14,2011-02-17,UPS,5.7,Delivered
543912,2011-02-15,2011-02-16,FedEx,7.14,Delivered
543913,2011-02-16,2011-02-20,FedEx,3.39,Delivered
543914,2011-02-15,2011-02-19,FedEx,6.78,Delivered
543915,2011-02-14,2011-02-17,FedEx,2.81,Delivered
543916,2011-02-15,2011-02-16,UPS,4.25,Delivered
C543917,2011-02-16,2011-02-17,FedEx,7.74,Delivered
C543918,2011-02-14,2011-02-21,DHL,1.75,Delivered
543919,2011-02-14,2011-02-16,Royal Mail,5.32,Delivered
543920,2011-02-16,2011-02-23,DHL,5.66,Delivered
543921,2011-02-14,2011-02-21,Royal Mail,5.33,Delivered
543922,2011-02-15,2011-02-22,Hermes,5.02,Delivered
543923,2011-02-14,2011-02-16,Hermes,2.16,Delivered
543924,2011-02-15,2011-02-21,FedEx,2.12,Delivered
543934,2011-02-16,2011-02-17,Hermes,7.25,Delivered
543935,2011-02-14,2011-02-20,Royal Mail,7.16,Delivered
543973,2011-02-14,2011-02-15,Royal Mail,8.54,Delivered
C543972,2011-02-14,2011-02-16,Royal Mail,5.09,Delivered
C543974,2011-02-16,2011-02-17,UPS,3.95,Delivered
543975,2011-02-15,2011-02-22,DHL,7.22,Delivered
543976,2011-02-16,2011-02-20,Hermes,4.39,Delivered
543977,2011-02-16,2011-02-22,Hermes,2.83,Delivered
543978,2011-02-14,2011-02-18,DHL,4.19,Delivered
543979,2011-02-14,2011-02-17,DHL,4.96,Delivered
C543980,2011-02-16,2011-02-21,DHL,4.04,Delivered
543981,2011-02-15,2011-02-17,DHL,2.04,Delivered
543982,2011-02-16,2011-02-23,DHL,6.49,Delivered
543983,2011-02-17,2011-02-20,Hermes,7.42,Delivered
543984,2011-02-16,2011-02-21,FedEx,5.3,Delivered
543985,2011-02-16,2011-02-22,DHL,6.49,Delivered
543986,2011-02-17,2011-02-18,FedEx,4.77,Delivered
543987,2011-02-15,2011-02-16,UPS,6.16,Delivered
543988,2011-02-16,2011-02-22,Royal Mail,2.31,Delivered
543989,2011-02-15,2011-02-21,UPS,2.48,Delivered
543990,2011-02-15,2011-02-21,Royal Mail,3.57,Delivered
543991,2011-02-16,2011-02-22,Hermes,8.12,Delivered
C543992,2011-02-17,2011-02-18,Hermes,4.7,Delivered
543993,2011-02-16,2011-02-19,UPS,8.82,Delivered
543994,2011-02-16,2011-02-20,FedEx,5.15,Delivered
543995,2011-02-17,2011-02-19,DHL,3.27,Delivered
543996,2011-02-17,2011-02-19,Royal Mail,4.25,Delivered
543997,2011-02-16,2011-02-19,UPS,3.09,Delivered
543998,2011-02-16,2011-02-23,UPS,3.94,Delivered
C544034,2011-02-16,2011-02-20,Royal Mail,5.33,Delivered
544035,2011-02-15,2011-02-22,FedEx,2.03,Delivered
544036,2011-02-15,2011-02-19,FedEx,7.74,Delivered
544037,2011-02-15,2011-02-19,DHL,7.82,Delivered
C544038,2011-02-15,2011-02-16,Royal Mail,8.93,Delivered
544039,2011-02-16,2011-02-20,DHL,4.83,Delivered
544040,2011-02-16,2011-02-20,DHL,6.32,Delivered
544041,2011-02-16,2011-02-23,Hermes,4.78,Delivered
544042,2011-02-17,2011-02-23,UPS,6.28,Delivered
544043,2011-02-16,2011-02-20,DHL,2.05,Delivered
544044,2011-02-16,2011-02-17,Royal Mail,5.24,Delivered
544045,2011-02-16,2011-02-22,UPS,4.14,Delivered
544046,2011-02-17,2011-02-21,DHL,4.31,Delivered
C544047,2011-02-16,2011-02-20,Royal Mail,7.72,Delivered
C544049,2011-02-16,2011-02-22,FedEx,4.24,Delivered
544051,2011-02-17,2011-02-22,UPS,2.93,Delivered
C544054,2011-02-17,2011-02-20,FedEx,3.26,Delivered
544055,2011-02-17,2011-02-20,DHL,1.38,Delivered
544056,2011-02-15,2011-02-16,UPS,8.88,Delivered
C544057,2011-02-16,2011-02-20,DHL,5.45,Delivered
544058,2011-02-15,2011-02-22,FedEx,6.72,Delivered
544059,2011-02-17,2011-02-21,FedEx,2.53,Delivered
544060,2011-02-16,2011-02-22,DHL,4.11,Delivered
544061,2011-02-15,2011-02-18,Hermes,6.42,Delivered
544062,2011-02-17,2011-02-22,DHL,4.74,Delivered
544063,2011-02-15,2011-02-19,Hermes,4.61,Delivered
544064,2011-02-17,2011-02-18,UPS,5.07,Delivered
544065,2011-02-15,2011-02-20,FedEx,7.03,Delivered
544066,2011-02-17,2011-02-23,FedEx,6.14,Delivered
544067,2011-02-15,2011-02-19,UPS,5.61,Delivered
544068,2011-02-16,2011-02-22,DHL,1.51,Delivered
544069,2011-02-16,2011-02-23,Royal Mail,3.6,Delivered
544070,2011-02-15,2011-02-18,FedEx,5.23,Delivered
544071,2011-02-17,2011-02-21,Hermes,5.97,Delivered
544072,2011-02-16,2011-02-20,FedEx,6.27,Delivered
544073,2011-02-17,2011-02-22,DHL,6.29,Delivered
544074,2011-02-17,2011-02-22,Royal Mail,2.43,Delivered
544075,2011-02-16,2011-02-22,Royal Mail,4.88,Delivered
544076,2011-02-17,2011-02-20,DHL,3.69,Delivered
544077,2011-02-16,2011-02-20,Royal Mail,4.6,Delivered
544078,2011-02-16,2011-02-17,Royal Mail,6.29,Delivered
544079,2011-02-17,2011-02-23,UPS,6.97,Delivered
C544080,2011-02-15,2011-02-19,UPS,6.06,Delivered
544081,2011-02-17,2011-02-19,Hermes,3.37,Delivered
544082,2011-02-16,2011-02-20,FedEx,5.6,Delivered
544083,2011-02-15,2011-02-21,Hermes,3.86,Delivered
544084,2011-02-15,2011-02-18,Royal Mail,5.34,Delivered
544085,2011-02-15,2011-02-16,FedEx,3.19,Delivered
544086,2011-02-16,2011-02-23,UPS,4.38,Delivered
544087,2011-02-17,2011-02-18,UPS,3.78,Delivered
544088,2011-02-16,2011-02-21,Royal Mail,3.4,Delivered
544089,2011-02-17,2011-02-20,FedEx,2.62,Delivered
544090,2011-02-18,2011-02-19,DHL,3.96,Delivered
544091,2011-02-17,2011-02-18,Royal Mail,5.59,Delivered
544092,2011-02-16,2011-02-22,DHL,5.72,Delivered
544093,2011-02-16,2011-02-23,FedEx,6.79,Delivered
544094,2011-02-17,2011-02-20,Royal Mail,4.69,Delivered
544095,2011-02-17,2011-02-21,Hermes,6.92,Delivered
544096,2011-02-17,2011-02-23,DHL,5.79,Delivered
544097,2011-02-18,2011-02-25,Royal Mail,5.86,Delivered
544098,2011-02-16,2011-02-23,FedEx,2.99,Delivered
C544099,2011-02-16,2011-02-18,Royal Mail,3.43,Delivered
544100,2011-02-16,2011-02-22,DHL,2.98,Delivered
544101,2011-02-17,2011-02-18,Royal Mail,5.28,Delivered
544102,2011-02-16,2011-02-23,DHL,6.43,Delivered
544103,2011-02-18,2011-02-21,FedEx,2.84,Delivered
544104,2011-02-17,2011-02-18,Hermes,6.84,Delivered
544105,2011-02-17,2011-02-21,Royal Mail,3.5,Delivered
544106,2011-02-18,2011-02-19,Royal Mail,2.29,Delivered
544107,2011-02-16,2011-02-21,Royal Mail,5.68,Delivered
544109,2011-02-16,2011-02-19,Royal Mail,7.56,Delivered
544110,2011-02-18,2011-02-21,Hermes,5.96,Delivered
544111,2011-02-16,2011-02-18,Hermes,4.29,Delivered
544112,2011-02-16,2011-02-22,Hermes,4.5,Delivered
544115,2011-02-18,2011-02-22,DHL,7.5,Delivered
C544117,2011-02-16,2011-02-23,Hermes,4.95,Delivered
C544118,2011-02-17,2011-02-21,Royal Mail,6.32,Delivered
544125,2011-02-18,2011-02-21,UPS,7.68,Delivered
544129,2011-02-18,2011-02-24,Hermes,5.49,Delivered
544143,2011-02-17,2011-02-19,DHL,6.5,Delivered
544147,2011-02-16,2011-02-22,DHL,6.29,Delivered
544150,2011-02-16,2011-02-23,Hermes,4.85,Delivered
544151,2011-02-18,2011-02-24,DHL,3.32,Delivered
544152,2011-02-18,2011-02-25,FedEx,4.57,Delivered
544153,2011-02-18,2011-02-20,Hermes,5.51,Delivered
544154,2011-02-17,2011-02-19,Hermes,5.31,Delivered
544155,2011-02-16,2011-02-23,FedEx,5.05,Delivered
544156,2011-02-16,2011-02-20,UPS,4.58,Delivered
544157,2011-02-17,2011-02-22,DHL,2.83,Delivered
544158,2011-02-17,2011-02-21,Hermes,2.08,Delivered
544159,2011-02-18,2011-02-25,DHL,2.97,Delivered
544160,2011-02-16,2011-02-21,Royal Mail,7.93,Delivered
544161,2011-02-18,2011-02-19,Royal Mail,2.4,Delivered
544162,2011-02-17,2011-02-18,FedEx,1.96,Delivered
544163,2011-02-16,2011-02-17,Royal Mail,6.09,Delivered
544164,2011-02-17,2011-02-19,DHL,8.24,Delivered
544165,2011-02-17,2011-02-18,FedEx,4.4,Delivered
544166,2011-02-17,2011-02-23,Royal Mail,4.84,Delivered
544167,2011-02-16,2011-02-19,DHL,5.51,Delivered
544168,2011-02-17,2011-02-21,DHL,7.07,Delivered
544169,2011-02-18,2011-02-25,Royal Mail,6.95,Delivered
544170,2011-02-17,2011-02-19,Royal Mail,7.44,Delivered
C544171,2011-02-17,2011-02-24,Hermes,7.09,Delivered
C544174,2011-02-18,2011-02-23,FedEx,4.61,Delivered
544176,2011-02-17,2011-02-18,DHL,8.09,Delivered
544177,2011-02-16,2011-02-17,UPS,4.78,Delivered
544178,2011-02-17,2011-02-21,UPS,4.56,Delivered
544179,2011-02-17,2011-02-19,Royal Mail,4.47,Delivered
544180,2011-02-16,2011-02-23,FedEx,4.72,Delivered
544181,2011-02-18,2011-02-21,UPS,5.46,Delivered
544182,2011-02-18,2011-02-21,DHL,6.51,Delivered
544183,2011-02-16,2011-02-22,UPS,7.45,Delivered
C544184,2011-02-16,2011-02-23,Hermes,0.0,Delivered
544185,2011-02-17,2011-02-22,UPS,5.83,Delivered
544186,2011-02-18,2011-02-19,FedEx,1.94,Delivered
544186,2011-02-17,2011-02-18,Hermes,2.51,Delivered
544187,2011-02-18,2011-02-20,FedEx,7.75,Delivered
544189,2011-02-18,2011-02-21,Hermes,3.3,Delivered
544190,2011-02-18,2011-02-21,UPS,4.55,Delivered
544191,2011-02-16,2011-02-21,UPS,1.02,Delivered
544192,2011-02-17,2011-02-19,UPS,9.13,Delivered
544193,2011-02-19,2011-02-24,UPS,3.64,Delivered
544194,2011-02-19,2011-02-22,DHL,6.64,Delivered
544195,2011-02-18,2011-02-21,UPS,2.63,Delivered
544196,2011-02-19,2011-02-21,Royal Mail,5.76,Delivered
544197,2011-02-18,2011-02-23,DHL,2.97,Delivered
544198,2011-02-19,2011-02-21,Hermes,3.55,Delivered
544199,2011-02-17,2011-02-24,DHL,5.91,Delivered
544200,2011-02-18,2011-02-19,Hermes,3.21,Delivered
544201,2011-02-19,2011-02-20,Hermes,5.14,Delivered
544202,2011-02-19,2011-02-25,DHL,5.11,Delivered
544203,2011-02-19,2011-02-21,FedEx,3.23,Delivered
544204,2011-02-18,2011-02-23,UPS,5.12,Delivered
544205,2011-02-19,2011-02-25,UPS,5.36,Delivered
544206,2011-02-18,2011-02-24,Royal Mail,6.83,Delivered
544207,2011-02-17,2011-02-23,UPS,6.72,Delivered
544208,2011-02-17,2011-02-23,Royal Mail,7.55,Delivered
544209,2011-02-19,2011-02-26,Royal Mail,0.55,Delivered
544210,2011-02-19,2011-02-22,DHL,5.13,Delivered
544211,2011-02-18,2011-02-21,DHL,4.13,Delivered
544214,2011-02-17,2011-02-18,Royal Mail,4.77,Delivered
544271,2011-02-17,2011-02-20,Royal Mail,6.0,Delivered
544277,2011-02-19,2011-02-20,Royal Mail,8.61,Delivered
544278,2011-02-18,2011-02-22,Royal Mail,3.34,Delivered
C544279,2011-02-18,2011-02-19,Hermes,5.89,Delivered
544280,2011-02-18,2011-02-21,UPS,3.8,Delivered
544281,2011-02-19,2011-02-24,UPS,6.2,Delivered
544282,2011-02-19,2011-02-24,Hermes,7.25,Delivered
544283,2011-02-17,2011-02-21,FedEx,5.6,Delivered
544286,2011-02-18,2011-02-19,FedEx,3.79,Delivered
544292,2011-02-18,2011-02-25,Hermes,1.22,Delivered
544293,2011-02-17,2011-02-21,Hermes,3.65,Delivered
544294,2011-02-19,2011-02-23,Royal Mail,3.72,Delivered
544295,2011-02-18,2011-02-19,UPS,5.05,Delivered
544296,2011-02-18,2011-02-23,Royal Mail,4.15,Delivered
544297,2011-02-17,2011-02-19,Royal Mail,1.81,Delivered
544298,2011-02-17,2011-02-22,UPS,5.93,Delivered
544299,2011-02-17,2011-02-20,FedEx,2.05,Delivered
C544300,2011-02-18,2011-02-20,Hermes,3.99,Delivered
544301,2011-02-18,2011-02-19,Royal Mail,3.92,Delivered
544302,2011-02-19,2011-02-26,Royal Mail,2.55,Delivered
544303,2011-02-19,2011-02-23,Royal Mail,2.77,Delivered
544304,2011-02-19,2011-02-24,UPS,4.97,Delivered
544305,2011-02-19,2011-02-25,Royal Mail,4.98,Delivered
544306,2011-02-19,2011-02-23,DHL,6.0,Delivered
544307,2011-02-18,2011-02-21,DHL,7.63,Delivered
544308,2011-02-18,2011-02-19,DHL,5.67,Delivered
544309,2011-02-17,2011-02-19,UPS,4.79,Delivered
544311,2011-02-19,2011-02-26,DHL,5.02,Delivered
C544310,2011-02-18,2011-02-19,FedEx,5.75,Delivered
544312,2011-02-19,2011-02-24,UPS,6.66,Delivered
544313,2011-02-17,2011-02-23,UPS,6.75,Delivered
544314,2011-02-17,2011-02-18,DHL,0.46,Delivered
544315,2011-02-17,2011-02-19,Hermes,3.02,Delivered
544316,2011-02-18,2011-02-25,UPS,4.17,Delivered
544317,2011-02-17,2011-02-23,Hermes,6.53,Delivered
C544318,2011-02-19,2011-02-20,UPS,3.85,Delivered
544319,2011-02-18,2011-02-19,FedEx,2.13,Delivered
544320,2011-02-17,2011-02-18,Royal Mail,6.21,Delivered
544321,2011-02-18,2011-02-24,FedEx,2.65,Delivered
544322,2011-02-17,2011-02-19,Royal Mail,5.38,Delivered
544323,2011-02-17,2011-02-19,Royal Mail,2.33,Delivered
544324,2011-02-18,2011-02-24,Hermes,3.73,Delivered
544325,2011-02-18,2011-02-23,FedEx,0.0,Delivered
544326,2011-02-19,2011-02-21,Hermes,5.74,Delivered
544328,2011-02-18,2011-02-19,Hermes,6.3,Delivered
544329,2011-02-18,2011-02-20,UPS,5.33,Delivered
544330,2011-02-17,2011-02-20,Royal Mail,4.69,Delivered
544331,2011-02-19,2011-02-25,FedEx,4.98,Delivered
544332,2011-02-19,2011-02-24,Royal Mail,3.8,Delivered
544333,2011-02-18,2011-02-20,UPS,8.45,Delivered
544334,2011-02-17,2011-02-19,UPS,3.62,Delivered
544335,2011-02-17,2011-02-21,Hermes,5.19,Delivered
544336,2011-02-19,2011-02-25,Hermes,5.48,Delivered
544337,2011-02-20,2011-02-22,Hermes,4.4,Delivered
544338,2011-02-18,2011-02-25,Royal Mail,0.0,Delivered
544339,2011-02-18,2011-02-23,DHL,5.85,Delivered
544340,2011-02-18,2011-02-24,UPS,6.01,Delivered
544341,2011-02-18,2011-02-25,FedEx,3.4,Delivered
544342,2011-02-19,2011-02-20,UPS,6.69,Delivered
544343,2011-02-19,2011-02-20,DHL,5.47,Delivered
544344,2011-02-20,2011-02-26,FedEx,2.89,Delivered
544345,2011-02-18,2011-02-24,DHL,6.73,Delivered
544346,2011-02-19,2011-02-24,Hermes,7.21,Delivered
544347,2011-02-20,2011-02-22,DHL,3.15,Delivered
544348,2011-02-20,2011-02-25,FedEx,4.21,Delivered
544349,2011-02-20,2011-02-21,UPS,5.01,Delivered
544350,2011-02-18,2011-02-23,Royal Mail,4.02,Delivered
544351,2011-02-20,2011-02-21,FedEx,1.68,Delivered
544352,2011-02-19,2011-02-23,FedEx,1.46,Delivered
544353,2011-02-19,2011-02-22,Hermes,5.8,Delivered
544354,2011-02-20,2011-02-23,FedEx,6.39,Delivered
544355,2011-02-19,2011-02-23,Hermes,3.22,Delivered
544356,2011-02-20,2011-02-25,Hermes,2.15,Delivered
544368,2011-02-18,2011-02-22,FedEx,2.95,Delivered
544390,2011-02-18,2011-02-24,UPS,7.44,Delivered
544391,2011-02-20,2011-02-26,Royal Mail,4.62,Delivered
544392,2011-02-19,2011-02-25,FedEx,8.73,Delivered
544393,2011-02-20,2011-02-25,DHL,3.36,Delivered
544394,2011-02-19,2011-02-22,DHL,3.31,Delivered
544395,2011-02-19,2011-02-21,FedEx,4.25,Delivered
544396,2011-02-20,2011-02-26,UPS,4.52,Delivered
C544397,2011-02-20,2011-02-26,DHL,7.66,Delivered
544398,2011-02-20,2011-02-27,DHL,5.98,Delivered
544399,2011-02-18,2011-02-24,FedEx,2.11,Delivered
544400,2011-02-20,2011-02-25,Hermes,3.45,Delivered
544404,2011-02-20,2011-02-25,DHL,8.23,Delivered
544405,2011-02-18,2011-02-24,FedEx,4.13,Delivered
544406,2011-02-20,2011-02-27,FedEx,3.96,Delivered
544407,2011-02-18,2011-02-24,UPS,3.59,Delivered
544408,2011-02-20,2011-02-23,Hermes,6.41,Delivered
544409,2011-02-19,2011-02-24,FedEx,6.65,Delivered
544410,2011-02-19,2011-02-20,UPS,7.17,Delivered
544411,2011-02-20,2011-02-24,Royal Mail,8.34,Delivered
544412,2011-02-19,2011-02-23,UPS,6.48,Delivered
C544413,2011-02-20,2011-02-25,FedEx,2.92,Delivered
C544414,2011-02-19,2011-02-20,UPS,4.85,Delivered
C544415,2011-02-20,2011-02-24,Hermes,6.67,Delivered
C544416,2011-02-19,2011-02-20,DHL,6.35,Delivered
C544417,2011-02-18,2011-02-19,FedEx,5.41,Delivered
